MISS! ; PA: 25476 ; Accessed Data: 0
MISS! ; PA: 16984 ; Accessed Data: 0
MISS! ; PA: 7835 ; Accessed Data: 0
MISS! ; PA: 61210 ; Accessed Data: 0
MISS! ; PA: 32791 ; Accessed Data: 0
MISS! ; PA: 56550 ; Accessed Data: 0
HIT! ; PA: 9840 ; Accessed Data: 00110001111001101100110101101010
MISS! ; PA: 37923 ; Accessed Data: 0
MISS! ; PA: 34877 ; Accessed Data: 0
MISS! ; PA: 30119 ; Accessed Data: 0
MISS! ; PA: 63661 ; Accessed Data: 0
MISS! ; PA: 41095 ; Accessed Data: 0
MISS! ; PA: 15400 ; Accessed Data: 0
HIT! ; PA: 33120 ; Accessed Data: 00110100010000101000100110011010
MISS! ; PA: 10146 ; Accessed Data: 0
MISS! ; PA: 41730 ; Accessed Data: 0
MISS! ; PA: 27809 ; Accessed Data: 0
MISS! ; PA: 6064 ; Accessed Data: 0
MISS! ; PA: 59943 ; Accessed Data: 0
MISS! ; PA: 45821 ; Accessed Data: 0
MISS! ; PA: 40182 ; Accessed Data: 0
MISS! ; PA: 37212 ; Accessed Data: 0
MISS! ; PA: 7609 ; Accessed Data: 0
MISS! ; PA: 26363 ; Accessed Data: 0
MISS! ; PA: 17945 ; Accessed Data: 0
MISS! ; PA: 54808 ; Accessed Data: 0
MISS! ; PA: 29082 ; Accessed Data: 0
MISS! ; PA: 4576 ; Accessed Data: 0
MISS! ; PA: 44972 ; Accessed Data: 0
MISS! ; PA: 40594 ; Accessed Data: 0
MISS! ; PA: 13907 ; Accessed Data: 0
MISS! ; PA: 34558 ; Accessed Data: 0
MISS! ; PA: 16819 ; Accessed Data: 0
MISS! ; PA: 37999 ; Accessed Data: 0
MISS! ; PA: 25574 ; Accessed Data: 0
MISS! ; PA: 30408 ; Accessed Data: 0
MISS! ; PA: 51417 ; Accessed Data: 0
MISS! ; PA: 18610 ; Accessed Data: 0
MISS! ; PA: 5762 ; Accessed Data: 0
MISS! ; PA: 5831 ; Accessed Data: 0
MISS! ; PA: 64384 ; Accessed Data: 0
MISS! ; PA: 39794 ; Accessed Data: 0
MISS! ; PA: 39796 ; Accessed Data: 0
MISS! ; PA: 4083 ; Accessed Data: 0
MISS! ; PA: 35634 ; Accessed Data: 0
MISS! ; PA: 36621 ; Accessed Data: 0
MISS! ; PA: 45683 ; Accessed Data: 0
MISS! ; PA: 256 ; Accessed Data: 0
MISS! ; PA: 14942 ; Accessed Data: 0
MISS! ; PA: 54603 ; Accessed Data: 0
MISS! ; PA: 28079 ; Accessed Data: 0
MISS! ; PA: 19447 ; Accessed Data: 0
MISS! ; PA: 41666 ; Accessed Data: 0
MISS! ; PA: 24676 ; Accessed Data: 0
MISS! ; PA: 39167 ; Accessed Data: 0
MISS! ; PA: 43393 ; Accessed Data: 0
MISS! ; PA: 62895 ; Accessed Data: 0
MISS! ; PA: 41618 ; Accessed Data: 0
MISS! ; PA: 35328 ; Accessed Data: 0
MISS! ; PA: 16739 ; Accessed Data: 0
MISS! ; PA: 24642 ; Accessed Data: 0
MISS! ; PA: 56192 ; Accessed Data: 0
MISS! ; PA: 61653 ; Accessed Data: 0
MISS! ; PA: 17246 ; Accessed Data: 0
MISS! ; PA: 8931 ; Accessed Data: 0
MISS! ; PA: 47048 ; Accessed Data: 0
MISS! ; PA: 11156 ; Accessed Data: 0
MISS! ; PA: 14613 ; Accessed Data: 0
MISS! ; PA: 51009 ; Accessed Data: 0
HIT! ; PA: 51978 ; Accessed Data: 00111101111100111111011011001111
MISS! ; PA: 19124 ; Accessed Data: 0
MISS! ; PA: 19319 ; Accessed Data: 0
MISS! ; PA: 53094 ; Accessed Data: 0
MISS! ; PA: 29657 ; Accessed Data: 0
MISS! ; PA: 17258 ; Accessed Data: 0
MISS! ; PA: 50957 ; Accessed Data: 0
MISS! ; PA: 1431 ; Accessed Data: 0
MISS! ; PA: 47399 ; Accessed Data: 0
MISS! ; PA: 28894 ; Accessed Data: 0
MISS! ; PA: 14928 ; Accessed Data: 0
MISS! ; PA: 21126 ; Accessed Data: 0
MISS! ; PA: 54804 ; Accessed Data: 0
MISS! ; PA: 10396 ; Accessed Data: 0
MISS! ; PA: 55543 ; Accessed Data: 0
MISS! ; PA: 26121 ; Accessed Data: 0
MISS! ; PA: 50337 ; Accessed Data: 0
MISS! ; PA: 25018 ; Accessed Data: 0
MISS! ; PA: 62654 ; Accessed Data: 0
MISS! ; PA: 39862 ; Accessed Data: 0
MISS! ; PA: 63150 ; Accessed Data: 0
MISS! ; PA: 41715 ; Accessed Data: 0
MISS! ; PA: 9661 ; Accessed Data: 0
MISS! ; PA: 12510 ; Accessed Data: 0
MISS! ; PA: 14695 ; Accessed Data: 0
MISS! ; PA: 12714 ; Accessed Data: 0
HIT! ; PA: 63990 ; Accessed Data: 11010110010011110011000011111001
MISS! ; PA: 14079 ; Accessed Data: 0
MISS! ; PA: 48389 ; Accessed Data: 0
MISS! ; PA: 1198 ; Accessed Data: 0
MISS! ; PA: 45634 ; Accessed Data: 0
MISS! ; PA: 31168 ; Accessed Data: 0
MISS! ; PA: 49941 ; Accessed Data: 0
MISS! ; PA: 50133 ; Accessed Data: 0
MISS! ; PA: 25670 ; Accessed Data: 0
MISS! ; PA: 39851 ; Accessed Data: 0
MISS! ; PA: 51501 ; Accessed Data: 0
MISS! ; PA: 41893 ; Accessed Data: 0
MISS! ; PA: 62141 ; Accessed Data: 0
MISS! ; PA: 4742 ; Accessed Data: 0
MISS! ; PA: 27400 ; Accessed Data: 0
MISS! ; PA: 52953 ; Accessed Data: 0
MISS! ; PA: 65106 ; Accessed Data: 0
MISS! ; PA: 54334 ; Accessed Data: 0
MISS! ; PA: 63579 ; Accessed Data: 0
MISS! ; PA: 17583 ; Accessed Data: 0
MISS! ; PA: 1054 ; Accessed Data: 0
MISS! ; PA: 30024 ; Accessed Data: 0
MISS! ; PA: 57519 ; Accessed Data: 0
MISS! ; PA: 52435 ; Accessed Data: 0
MISS! ; PA: 6881 ; Accessed Data: 0
MISS! ; PA: 43081 ; Accessed Data: 0
MISS! ; PA: 25687 ; Accessed Data: 0
MISS! ; PA: 18778 ; Accessed Data: 0
MISS! ; PA: 36409 ; Accessed Data: 0
MISS! ; PA: 16252 ; Accessed Data: 0
MISS! ; PA: 19369 ; Accessed Data: 0
MISS! ; PA: 27048 ; Accessed Data: 0
MISS! ; PA: 59097 ; Accessed Data: 0
MISS! ; PA: 42261 ; Accessed Data: 0
MISS! ; PA: 7104 ; Accessed Data: 0
MISS! ; PA: 6286 ; Accessed Data: 0
HIT! ; PA: 45764 ; Accessed Data: 10011001110100100111111000110111
MISS! ; PA: 11302 ; Accessed Data: 0
MISS! ; PA: 60411 ; Accessed Data: 0
MISS! ; PA: 6064 ; Accessed Data: 0
MISS! ; PA: 3993 ; Accessed Data: 0
MISS! ; PA: 26771 ; Accessed Data: 0
MISS! ; PA: 59296 ; Accessed Data: 0
MISS! ; PA: 32105 ; Accessed Data: 0
MISS! ; PA: 25384 ; Accessed Data: 0
MISS! ; PA: 2306 ; Accessed Data: 0
MISS! ; PA: 58745 ; Accessed Data: 0
MISS! ; PA: 49722 ; Accessed Data: 0
MISS! ; PA: 4427 ; Accessed Data: 0
MISS! ; PA: 3763 ; Accessed Data: 0
MISS! ; PA: 1650 ; Accessed Data: 0
MISS! ; PA: 60391 ; Accessed Data: 0
MISS! ; PA: 5379 ; Accessed Data: 0
MISS! ; PA: 13042 ; Accessed Data: 0
MISS! ; PA: 2387 ; Accessed Data: 0
MISS! ; PA: 63907 ; Accessed Data: 0
MISS! ; PA: 41104 ; Accessed Data: 0
MISS! ; PA: 53847 ; Accessed Data: 0
MISS! ; PA: 52887 ; Accessed Data: 0
MISS! ; PA: 26888 ; Accessed Data: 0
MISS! ; PA: 30976 ; Accessed Data: 0
MISS! ; PA: 33694 ; Accessed Data: 0
MISS! ; PA: 20479 ; Accessed Data: 0
MISS! ; PA: 36879 ; Accessed Data: 0
MISS! ; PA: 25073 ; Accessed Data: 0
MISS! ; PA: 46313 ; Accessed Data: 0
MISS! ; PA: 56955 ; Accessed Data: 0
MISS! ; PA: 29281 ; Accessed Data: 0
MISS! ; PA: 65314 ; Accessed Data: 0
MISS! ; PA: 20464 ; Accessed Data: 0
MISS! ; PA: 11017 ; Accessed Data: 0
MISS! ; PA: 60920 ; Accessed Data: 0
MISS! ; PA: 60840 ; Accessed Data: 0
MISS! ; PA: 11530 ; Accessed Data: 0
MISS! ; PA: 34418 ; Accessed Data: 0
MISS! ; PA: 6934 ; Accessed Data: 0
MISS! ; PA: 23944 ; Accessed Data: 0
MISS! ; PA: 3816 ; Accessed Data: 0
MISS! ; PA: 62518 ; Accessed Data: 0
MISS! ; PA: 10679 ; Accessed Data: 0
MISS! ; PA: 14139 ; Accessed Data: 0
MISS! ; PA: 489 ; Accessed Data: 0
MISS! ; PA: 12621 ; Accessed Data: 0
MISS! ; PA: 28907 ; Accessed Data: 0
MISS! ; PA: 63276 ; Accessed Data: 0
MISS! ; PA: 58395 ; Accessed Data: 0
MISS! ; PA: 41884 ; Accessed Data: 0
MISS! ; PA: 21237 ; Accessed Data: 0
MISS! ; PA: 17897 ; Accessed Data: 0
MISS! ; PA: 44864 ; Accessed Data: 0
MISS! ; PA: 12618 ; Accessed Data: 0
MISS! ; PA: 25116 ; Accessed Data: 0
MISS! ; PA: 6582 ; Accessed Data: 0
MISS! ; PA: 33801 ; Accessed Data: 0
MISS! ; PA: 17232 ; Accessed Data: 0
MISS! ; PA: 52313 ; Accessed Data: 0
MISS! ; PA: 49057 ; Accessed Data: 0
MISS! ; PA: 44721 ; Accessed Data: 0
MISS! ; PA: 5869 ; Accessed Data: 0
MISS! ; PA: 20815 ; Accessed Data: 0
MISS! ; PA: 60515 ; Accessed Data: 0
MISS! ; PA: 12762 ; Accessed Data: 0
MISS! ; PA: 57127 ; Accessed Data: 0
MISS! ; PA: 11433 ; Accessed Data: 0
MISS! ; PA: 9461 ; Accessed Data: 0
MISS! ; PA: 50039 ; Accessed Data: 0
MISS! ; PA: 13536 ; Accessed Data: 0
MISS! ; PA: 16057 ; Accessed Data: 0
MISS! ; PA: 22597 ; Accessed Data: 0
MISS! ; PA: 39236 ; Accessed Data: 0
MISS! ; PA: 1532 ; Accessed Data: 0
MISS! ; PA: 26836 ; Accessed Data: 0
MISS! ; PA: 57182 ; Accessed Data: 0
MISS! ; PA: 11583 ; Accessed Data: 0
MISS! ; PA: 29788 ; Accessed Data: 0
MISS! ; PA: 46888 ; Accessed Data: 0
MISS! ; PA: 23693 ; Accessed Data: 0
MISS! ; PA: 13107 ; Accessed Data: 0
MISS! ; PA: 61412 ; Accessed Data: 0
MISS! ; PA: 43501 ; Accessed Data: 0
MISS! ; PA: 63071 ; Accessed Data: 0
MISS! ; PA: 26891 ; Accessed Data: 0
MISS! ; PA: 6441 ; Accessed Data: 0
HIT! ; PA: 59565 ; Accessed Data: 01101011100011111001110001110011
MISS! ; PA: 26512 ; Accessed Data: 0
MISS! ; PA: 64253 ; Accessed Data: 0
HIT! ; PA: 59437 ; Accessed Data: 01001010000101101001011110011100
MISS! ; PA: 77 ; Accessed Data: 0
MISS! ; PA: 31780 ; Accessed Data: 0
MISS! ; PA: 25310 ; Accessed Data: 0
MISS! ; PA: 28786 ; Accessed Data: 0
MISS! ; PA: 17847 ; Accessed Data: 0
MISS! ; PA: 24427 ; Accessed Data: 0
MISS! ; PA: 13514 ; Accessed Data: 0
MISS! ; PA: 15566 ; Accessed Data: 0
MISS! ; PA: 27159 ; Accessed Data: 0
MISS! ; PA: 36303 ; Accessed Data: 0
MISS! ; PA: 10208 ; Accessed Data: 0
MISS! ; PA: 3016 ; Accessed Data: 0
MISS! ; PA: 43905 ; Accessed Data: 0
MISS! ; PA: 46496 ; Accessed Data: 0
MISS! ; PA: 3990 ; Accessed Data: 0
MISS! ; PA: 13953 ; Accessed Data: 0
MISS! ; PA: 51252 ; Accessed Data: 0
MISS! ; PA: 18838 ; Accessed Data: 0
MISS! ; PA: 21850 ; Accessed Data: 0
MISS! ; PA: 21128 ; Accessed Data: 0
MISS! ; PA: 24054 ; Accessed Data: 0
MISS! ; PA: 44303 ; Accessed Data: 0
MISS! ; PA: 26854 ; Accessed Data: 0
MISS! ; PA: 27585 ; Accessed Data: 0
MISS! ; PA: 64070 ; Accessed Data: 0
MISS! ; PA: 10672 ; Accessed Data: 0
MISS! ; PA: 38384 ; Accessed Data: 0
MISS! ; PA: 62930 ; Accessed Data: 0
MISS! ; PA: 11932 ; Accessed Data: 0
MISS! ; PA: 22564 ; Accessed Data: 0
MISS! ; PA: 7861 ; Accessed Data: 0
MISS! ; PA: 25213 ; Accessed Data: 0
MISS! ; PA: 15718 ; Accessed Data: 0
MISS! ; PA: 62134 ; Accessed Data: 0
MISS! ; PA: 13465 ; Accessed Data: 0
MISS! ; PA: 31334 ; Accessed Data: 0
MISS! ; PA: 54072 ; Accessed Data: 0
MISS! ; PA: 60658 ; Accessed Data: 0
MISS! ; PA: 35242 ; Accessed Data: 0
MISS! ; PA: 26910 ; Accessed Data: 0
MISS! ; PA: 46328 ; Accessed Data: 0
MISS! ; PA: 27040 ; Accessed Data: 0
MISS! ; PA: 19282 ; Accessed Data: 0
MISS! ; PA: 23991 ; Accessed Data: 0
MISS! ; PA: 4249 ; Accessed Data: 0
MISS! ; PA: 39336 ; Accessed Data: 0
MISS! ; PA: 28698 ; Accessed Data: 0
MISS! ; PA: 19433 ; Accessed Data: 0
MISS! ; PA: 65427 ; Accessed Data: 0
MISS! ; PA: 48687 ; Accessed Data: 0
MISS! ; PA: 59131 ; Accessed Data: 0
MISS! ; PA: 22251 ; Accessed Data: 0
MISS! ; PA: 54010 ; Accessed Data: 0
MISS! ; PA: 32285 ; Accessed Data: 0
MISS! ; PA: 48033 ; Accessed Data: 0
MISS! ; PA: 22346 ; Accessed Data: 0
MISS! ; PA: 6675 ; Accessed Data: 0
MISS! ; PA: 34597 ; Accessed Data: 0
MISS! ; PA: 62996 ; Accessed Data: 0
MISS! ; PA: 32827 ; Accessed Data: 0
MISS! ; PA: 12347 ; Accessed Data: 0
MISS! ; PA: 10218 ; Accessed Data: 0
MISS! ; PA: 40247 ; Accessed Data: 0
MISS! ; PA: 51032 ; Accessed Data: 0
MISS! ; PA: 44372 ; Accessed Data: 0
MISS! ; PA: 22311 ; Accessed Data: 0
HIT! ; PA: 47710 ; Accessed Data: 10110100010010011101100100010000
MISS! ; PA: 24622 ; Accessed Data: 0
MISS! ; PA: 30544 ; Accessed Data: 0
MISS! ; PA: 36040 ; Accessed Data: 0
MISS! ; PA: 51839 ; Accessed Data: 0
HIT! ; PA: 53499 ; Accessed Data: 00110000111000001100011000111010
MISS! ; PA: 25900 ; Accessed Data: 0
MISS! ; PA: 43960 ; Accessed Data: 0
MISS! ; PA: 8245 ; Accessed Data: 0
MISS! ; PA: 9162 ; Accessed Data: 0
MISS! ; PA: 47377 ; Accessed Data: 0
MISS! ; PA: 16687 ; Accessed Data: 0
MISS! ; PA: 63400 ; Accessed Data: 0
MISS! ; PA: 8609 ; Accessed Data: 0
MISS! ; PA: 13139 ; Accessed Data: 0
MISS! ; PA: 46532 ; Accessed Data: 0
MISS! ; PA: 2003 ; Accessed Data: 0
MISS! ; PA: 19308 ; Accessed Data: 0
MISS! ; PA: 19022 ; Accessed Data: 0
MISS! ; PA: 26372 ; Accessed Data: 0
MISS! ; PA: 59819 ; Accessed Data: 0
MISS! ; PA: 4418 ; Accessed Data: 0
MISS! ; PA: 2559 ; Accessed Data: 0
MISS! ; PA: 935 ; Accessed Data: 0
MISS! ; PA: 63579 ; Accessed Data: 0
MISS! ; PA: 27800 ; Accessed Data: 0
MISS! ; PA: 63478 ; Accessed Data: 0
MISS! ; PA: 48604 ; Accessed Data: 0
MISS! ; PA: 23268 ; Accessed Data: 0
MISS! ; PA: 46700 ; Accessed Data: 0
MISS! ; PA: 51066 ; Accessed Data: 0
MISS! ; PA: 1746 ; Accessed Data: 0
MISS! ; PA: 38881 ; Accessed Data: 0
MISS! ; PA: 20850 ; Accessed Data: 0
MISS! ; PA: 3823 ; Accessed Data: 0
MISS! ; PA: 24115 ; Accessed Data: 0
MISS! ; PA: 22728 ; Accessed Data: 0
MISS! ; PA: 50081 ; Accessed Data: 0
MISS! ; PA: 17166 ; Accessed Data: 0
MISS! ; PA: 6742 ; Accessed Data: 0
MISS! ; PA: 13116 ; Accessed Data: 0
MISS! ; PA: 40229 ; Accessed Data: 0
MISS! ; PA: 20018 ; Accessed Data: 0
MISS! ; PA: 29950 ; Accessed Data: 0
MISS! ; PA: 30404 ; Accessed Data: 0
MISS! ; PA: 58531 ; Accessed Data: 0
MISS! ; PA: 22649 ; Accessed Data: 0
MISS! ; PA: 15200 ; Accessed Data: 0
MISS! ; PA: 50886 ; Accessed Data: 0
MISS! ; PA: 26337 ; Accessed Data: 0
MISS! ; PA: 64196 ; Accessed Data: 0
MISS! ; PA: 19000 ; Accessed Data: 0
MISS! ; PA: 37663 ; Accessed Data: 0
HIT! ; PA: 45765 ; Accessed Data: 10011001110100100111111000110111
MISS! ; PA: 16520 ; Accessed Data: 0
MISS! ; PA: 295 ; Accessed Data: 0
MISS! ; PA: 59123 ; Accessed Data: 0
MISS! ; PA: 64704 ; Accessed Data: 0
MISS! ; PA: 55200 ; Accessed Data: 0
MISS! ; PA: 21266 ; Accessed Data: 0
MISS! ; PA: 47591 ; Accessed Data: 0
MISS! ; PA: 44477 ; Accessed Data: 0
MISS! ; PA: 35363 ; Accessed Data: 0
MISS! ; PA: 49935 ; Accessed Data: 0
MISS! ; PA: 33598 ; Accessed Data: 0
MISS! ; PA: 28942 ; Accessed Data: 0
MISS! ; PA: 16337 ; Accessed Data: 0
MISS! ; PA: 8668 ; Accessed Data: 0
MISS! ; PA: 59310 ; Accessed Data: 0
MISS! ; PA: 64224 ; Accessed Data: 0
MISS! ; PA: 24609 ; Accessed Data: 0
MISS! ; PA: 38771 ; Accessed Data: 0
MISS! ; PA: 42148 ; Accessed Data: 0
MISS! ; PA: 38635 ; Accessed Data: 0
MISS! ; PA: 53814 ; Accessed Data: 0
MISS! ; PA: 52773 ; Accessed Data: 0
MISS! ; PA: 55239 ; Accessed Data: 0
MISS! ; PA: 44826 ; Accessed Data: 0
MISS! ; PA: 27342 ; Accessed Data: 0
MISS! ; PA: 8881 ; Accessed Data: 0
MISS! ; PA: 54438 ; Accessed Data: 0
MISS! ; PA: 8820 ; Accessed Data: 0
MISS! ; PA: 29534 ; Accessed Data: 0
MISS! ; PA: 27321 ; Accessed Data: 0
MISS! ; PA: 61600 ; Accessed Data: 0
MISS! ; PA: 55244 ; Accessed Data: 0
MISS! ; PA: 63005 ; Accessed Data: 0
MISS! ; PA: 29824 ; Accessed Data: 0
MISS! ; PA: 2142 ; Accessed Data: 0
MISS! ; PA: 382 ; Accessed Data: 0
MISS! ; PA: 6027 ; Accessed Data: 0
MISS! ; PA: 30041 ; Accessed Data: 0
MISS! ; PA: 29983 ; Accessed Data: 0
MISS! ; PA: 65132 ; Accessed Data: 0
MISS! ; PA: 28784 ; Accessed Data: 0
MISS! ; PA: 47183 ; Accessed Data: 0
MISS! ; PA: 6822 ; Accessed Data: 0
MISS! ; PA: 35361 ; Accessed Data: 0
MISS! ; PA: 21406 ; Accessed Data: 0
MISS! ; PA: 1186 ; Accessed Data: 0
MISS! ; PA: 41942 ; Accessed Data: 0
MISS! ; PA: 12414 ; Accessed Data: 0
MISS! ; PA: 42750 ; Accessed Data: 0
MISS! ; PA: 50278 ; Accessed Data: 0
MISS! ; PA: 13118 ; Accessed Data: 0
MISS! ; PA: 37948 ; Accessed Data: 0
MISS! ; PA: 47914 ; Accessed Data: 0
MISS! ; PA: 16854 ; Accessed Data: 0
MISS! ; PA: 53390 ; Accessed Data: 0
MISS! ; PA: 14106 ; Accessed Data: 0
MISS! ; PA: 28032 ; Accessed Data: 0
MISS! ; PA: 41617 ; Accessed Data: 0
MISS! ; PA: 20350 ; Accessed Data: 0
